"school","small_school","locality","num_vce_students_enrolled","num_vce_studies","num_vet_students_enrolled","num_vcal_students_enrolled","percent_vce_studs_apply_tert","median_vce_ss","percent_ss_40plus","year","school_loc"
"Charles La Trobe P-12 College",NA,"MACLEOD WEST","62","30","68",NA,"90.7","24","0",2024,"Charles La Trobe P-12 College   MACLEOD WEST"
"Charlton College",NA,"CHARLTON","28","33","23",NA,"55.6","30","1.6",2024,"Charlton College   CHARLTON"
"Cheltenham Secondary College",NA,"CHELTENHAM","230","62","57",NA,"73.599999999999994","28","2.1",2024,"Cheltenham Secondary College   CHELTENHAM"
"Chisholm Institute",NA,"FRANKSTON","63","26","57",NA,"31.5","24","0",2024,"Chisholm Institute   FRANKSTON"
"Chisholm Institute of TAFE",NA,"DANDENONG","152","30","79",NA,"39.299999999999997","21","0.3",2024,"Chisholm Institute of TAFE   DANDENONG"
"Christian College Institute",NA,"WAURN PONDS","278","65","93",NA,"76.2","29","5.0999999999999996",2024,"Christian College Institute   WAURN PONDS"
"Heatherton Christian College",NA,"CLARINDA","53","23","37",NA,"60","28","7.8",2024,"Heatherton Christian College   CLARINDA"
"Cire Community School",NA,"LILYDALE","155","22","160",NA,"2.2000000000000002","-","-",2024,"Cire Community School   LILYDALE"
"Clonard College",NA,"HERNE HILL","224","54","99",NA,"69.3","29","5.4",2024,"Clonard College   HERNE HILL"
"Cobden Technical School","*","COBDEN","17","14","20",NA,"20","24","0",2024,"Cobden Technical School   COBDEN"
"Cobram Anglican Grammar School",NA,"COBRAM","37","25","47",NA,"63.2","26","1.1000000000000001",2024,"Cobram Anglican Grammar School   COBRAM"
"Cobram Secondary College",NA,"COBRAM","62","39","94",NA,"42.9","24","0.9",2024,"Cobram Secondary College   COBRAM"
"Coburg High School",NA,"COBURG","266","61","80",NA,"82.9","30","8",2024,"Coburg High School   COBURG"
"Cohuna Secondary College",NA,"COHUNA","41","19","22",NA,"66.7","28","4.2",2024,"Cohuna Secondary College   COHUNA"
"Colac Secondary College",NA,"COLAC","79","29","57",NA,"33.299999999999997","23","0",2024,"Colac Secondary College   COLAC"
"Collingwood College",NA,"FITZROY NORTH","99","54","62",NA,"63.8","28","4",2024,"Collingwood College   FITZROY NORTH"
"Community College Gippsland",NA,"WARRAGUL","66","15","144",NA,"-","-","-",2024,"Community College Gippsland   WARRAGUL"
"Copperfield College",NA,"DELAHEY","395","63","341",NA,"62.6","27","2.1",2024,"Copperfield College   DELAHEY"
"Cornish College",NA,"BANGHOLME","145","38","23",NA,"92.2","30","6.8",2024,"Cornish College   BANGHOLME"
"Corryong College",NA,"CORRYONG","32","28","41",NA,"27.3","31","5.6",2024,"Corryong College   CORRYONG"
"Covenant College",NA,"BELL POST HILL","96","36","30",NA,"70.400000000000006","29","3",2024,"Covenant College   BELL POST HILL"
"Craigieburn Secondary College",NA,"CRAIGIEBURN","283","35","159",NA,"76","21","0.7",2024,"Craigieburn Secondary College   CRAIGIEBURN"
"Cranbourne East Sec College",NA,"CRANBOURNE EAST","404","62","404",NA,"60.5","30","3.5",2024,"Cranbourne East Sec College   CRANBOURNE EAST"
"Cranbourne Secondary College",NA,"CRANBOURNE","304","54","255",NA,"67","24","0.3",2024,"Cranbourne Secondary College   CRANBOURNE"
"Croydon Community School","*","CROYDON","18","11","28",NA,"9.1","-","-",2024,"Croydon Community School   CROYDON"
"Damascus College",NA,"MOUNT CLEAR","232","58","238",NA,"63.9","29","3.7",2024,"Damascus College   MOUNT CLEAR"
"Dandenong High School",NA,"DANDENONG","313","60","113",NA,"72.5","25","1.7",2024,"Dandenong High School   DANDENONG"
"Darul Ulum College of Victoria",NA,"FAWKNER","148","17","65",NA,"59.4","31","7.3",2024,"Darul Ulum College of Victoria   FAWKNER"
"Daylesford Secondary College",NA,"DAYLESFORD","87","37","61",NA,"48.6","29","3.5",2024,"Daylesford Secondary College   DAYLESFORD"
"De La Salle College",NA,"MALVERN","184","46","68",NA,"79.5","30","5",2024,"De La Salle College   MALVERN"
"Derrinallum P12 College","*","DERRINALLUM","6","8","5",NA,"-","I/D","I/D",2024,"Derrinallum P12 College   DERRINALLUM"
"Diamond Valley College",NA,"DIAMOND CREEK","133","52","126",NA,"55.7","25","0.7",2024,"Diamond Valley College   DIAMOND CREEK"
"Dimboola Memorial Sec College",NA,"DIMBOOLA","25","19","20",NA,"45.5","29","5.0999999999999996",2024,"Dimboola Memorial Sec College   DIMBOOLA"
"Divrei Emineh","*","ORMOND","16","7","16",NA,"-","-","-",2024,"Divrei Emineh   ORMOND"
"Djerriwarrh Community College","*","MELTON","12","5","32",NA,"9.1","-","-",2024,"Djerriwarrh Community College   MELTON"
"Donald High School",NA,"DONALD","32","24","23",NA,"64.3","29","8.3000000000000007",2024,"Donald High School   DONALD"
"Doncaster Secondary College",NA,"DONCASTER","263","59","95",NA,"74.3","32","13",2024,"Doncaster Secondary College   DONCASTER"
"Donvale Christian College",NA,"DONVALE","248","56","69",NA,"86.2","33","10.7",2024,"Donvale Christian College   DONVALE"
"Dromana Secondary College",NA,"DROMANA","390","56","272",NA,"58.1","32","8.6999999999999993",2024,"Dromana Secondary College   DROMANA"
"Drouin Secondary College",NA,"DROUIN","207","50","174",NA,"42.7","25","1.1000000000000001",2024,"Drouin Secondary College   DROUIN"
"Eaglehawk Secondary College","*","EAGLEHAWK","15","1","28",NA,"-","-","-",2024,"Eaglehawk Secondary College   EAGLEHAWK"
"East Doncaster Sec College",NA,"DONCASTER EAST","355","60","67",NA,"94.3","32","12.9",2024,"East Doncaster Sec College   DONCASTER EAST"
"East Loddon P-12 College",NA,"DINGEE","28","32","21",NA,"64.7","28","1.7",2024,"East Loddon P-12 College   DINGEE"
"East Preston Islamic College",NA,"PRESTON","23","9","9",NA,"33.299999999999997","21","0",2024,"East Preston Islamic College   PRESTON"
"Echuca College",NA,"ECHUCA","130","43","166",NA,"51.4","24","0.7",2024,"Echuca College   ECHUCA"
"Edenhope College","*","EDENHOPE","11","18","11",NA,"33.299999999999997","25","0",2024,"Edenhope College   EDENHOPE"
"Edgars Creek Secondary College",NA,"WOLLERT","189","38","123",NA,"61.3","26","1",2024,"Edgars Creek Secondary College   WOLLERT"
"Edinburgh College",NA,"LILYDALE","54","21","40",NA,"68.2","28","1",2024,"Edinburgh College   LILYDALE"
"Elevation Secondary College",NA,"CRAIGIEBURN","55","9","100",NA,"-","30","9.4",2024,"Elevation Secondary College   CRAIGIEBURN"
"Elisabeth Murdoch College",NA,"LANGWARRIN","377","86","504",NA,"39.6","31","10.8",2024,"Elisabeth Murdoch College   LANGWARRIN"
"Eltham College",NA,"RESEARCH","124","42","91",NA,"92.1","31","9",2024,"Eltham College   RESEARCH"
"Eltham High School",NA,"ELTHAM","343","64","99",NA,"66","29","5.3",2024,"Eltham High School   ELTHAM"
"Elwood College",NA,"ELWOOD","193","55","35",NA,"70.099999999999994","31","9.3000000000000007",2024,"Elwood College   ELWOOD"
"Emerald Secondary College",NA,"EMERALD","122","38","64",NA,"51.6","28","1.6",2024,"Emerald Secondary College   EMERALD"
"Emmanuel College",NA,"ALTONA NORTH","464","67","341",NA,"74.2","28","4.5999999999999996",2024,"Emmanuel College   ALTONA NORTH"
"Emmanuel College",NA,"WARRNAMBOOL","244","55","175",NA,"68.8","30","6.4",2024,"Emmanuel College   WARRNAMBOOL"
"Emmaus College",NA,"VERMONT SOUTH","308","61","226",NA,"73.099999999999994","31","9.8000000000000007",2024,"Emmaus College   VERMONT SOUTH"
"Epping Secondary College",NA,"EPPING","252","51","184",NA,"61.6","28","5.2",2024,"Epping Secondary College   EPPING"
"Essendon Keilor College",NA,"ESSENDON","132","32","96",NA,"64.8","26","2.2999999999999998",2024,"Essendon Keilor College   ESSENDON"
"Euroa Secondary College",NA,"EUROA","95","36","106",NA,"38.5","26","2.8",2024,"Euroa Secondary College   EUROA"
"F.C.J. College",NA,"BENALLA","102","50","80",NA,"52.1","28","1.1000000000000001",2024,"F.C.J. College   BENALLA"
"Fairhills High School",NA,"KNOXFIELD","70","36","63",NA,"55.6","26","0",2024,"Fairhills High School   KNOXFIELD"
"Federation University Australia",NA,"BALLARAT","22","11","29",NA,"-","-","-",2024,"Federation University Australia   BALLARAT"
"Fintona Girls School",NA,"BALWYN","99","31","5",NA,"96","36","26.4",2024,"Fintona Girls School   BALWYN"
"Firbank Grammar School",NA,"BRIGHTON","213","37","17",NA,"100","34","19.2",2024,"Firbank Grammar School   BRIGHTON"
"Fitzroy High School",NA,"FITZROY NORTH","130","56","58",NA,"73.7","28","3.7",2024,"Fitzroy High School   FITZROY NORTH"
"Flinders Christian Comm College",NA,"TYABB","77","45","48",NA,"75.5","29","2.2999999999999998",2024,"Flinders Christian Comm College   TYABB"
"Flinders Christian Comm College",NA,"CARRUM DOWNS","109","44","28",NA,"73.599999999999994","29","4.5999999999999996",2024,"Flinders Christian Comm College   CARRUM DOWNS"
"Footscray High School",NA,"FOOTSCRAY","278","49","127",NA,"70.3","29","4.2",2024,"Footscray High School   FOOTSCRAY"
"Forest Hill College",NA,"BURWOOD EAST","133","44","83",NA,"58.1","29","2.1",2024,"Forest Hill College   BURWOOD EAST"
"Foster Secondary College",NA,"FOSTER","54","36","59",NA,"45.2","30","3",2024,"Foster Secondary College   FOSTER"
"Foundation College",NA,"NARRE WARREN","23","10","46",NA,"-","-","-",2024,"Foundation College   NARRE WARREN"
"Foundation College","*","FRANKSTON","4","5","24",NA,"100","-","-",2024,"Foundation College   FRANKSTON"
"Foundation Learning Centre","*","NARRE WARREN","6","4","14",NA,"-","-","-",2024,"Foundation Learning Centre   NARRE WARREN"
"Fountain Gate Sec College",NA,"FOUNTAIN GATE","306","56","337",NA,"55","28","1.8",2024,"Fountain Gate Sec College   FOUNTAIN GATE"
"Frankston High School",NA,"FRANKSTON","490","80","212",NA,"69.2","31","9.6",2024,"Frankston High School   FRANKSTON"
"Galen College",NA,"WANGARATTA","232","44","207",NA,"56.9","28","3.5",2024,"Galen College   WANGARATTA"
"Geelong Baptist College",NA,"LOVELY BANKS","53","33","19",NA,"43.5","24","2.5",2024,"Geelong Baptist College   LOVELY BANKS"
"Geelong Grammar School",NA,"CORIO","242","45","44",NA,"84.9","32","8.6999999999999993",2024,"Geelong Grammar School   CORIO"
"Geelong High School",NA,"EAST GEELONG","160","46","109",NA,"43.6","27","5.0999999999999996",2024,"Geelong High School   EAST GEELONG"
"Geelong Lutheran College",NA,"ARMSTRONG CREEK","119","43","36",NA,"61.4","30","6.2",2024,"Geelong Lutheran College   ARMSTRONG CREEK"
"Genazzano F.C.J. College",NA,"KEW","190","41","20",NA,"100","34","19.600000000000001",2024,"Genazzano F.C.J. College   KEW"
"Gilson College",NA,"TAYLORS HILL","108","37","108",NA,"79.3","27","2.9",2024,"Gilson College   TAYLORS HILL"
"Gippsland Grammar",NA,"SALE","140","42","69",NA,"77.900000000000006","31","9.8000000000000007",2024,"Gippsland Grammar   SALE"
"Girton Grammar School",NA,"BENDIGO","186","44","16",NA,"80.400000000000006","31","9.4",2024,"Girton Grammar School   BENDIGO"
"Gisborne Secondary College",NA,"GISBORNE","215","68","248",NA,"49.4","27","0.8",2024,"Gisborne Secondary College   GISBORNE"
"Gladstone Park Sec College",NA,"GLADSTONE PARK","309","53","163",NA,"71.2","27","3.9",2024,"Gladstone Park Sec College   GLADSTONE PARK"
"Glen Eira College",NA,"CAULFIELD EAST","159","50","63",NA,"78.7","31","6.5",2024,"Glen Eira College   CAULFIELD EAST"
"Glen Waverley Sec College",NA,"GLEN WAVERLEY","650","71","52",NA,"95.6","33","14.1",2024,"Glen Waverley Sec College   GLEN WAVERLEY"
"Gleneagles Secondary College",NA,"ENDEAVOUR HILLS","377","66","151",NA,"67.7","29","3.2",2024,"Gleneagles Secondary College   ENDEAVOUR HILLS"
"Glenroy Secondary College",NA,"GLENROY","77","29","45",NA,"51","19","0",2024,"Glenroy Secondary College   GLENROY"
"Glenroy Private","*","GLENROY","9","8","-",NA,"100","23","0",2024,"Glenroy Private   GLENROY"
"Good News Lutheran College",NA,"TARNEIT","132","36","23",NA,"98.7","31","7.4",2024,"Good News Lutheran College   TARNEIT"
"Good Shepherd College",NA,"HAMILTON","29","19","20",NA,"47.1","24","0",2024,"Good Shepherd College   HAMILTON"
"Gordon Institute of TAFE",NA,"GEELONG","58","21","52",NA,"33.299999999999997","24","1.6",2024,"Gordon Institute of TAFE   GEELONG"
"Goulburn Ovens Inst of TAFE","*","SHEPPARTON","13","7","15",NA,"-","-","-",2024,"Goulburn Ovens Inst of TAFE   SHEPPARTON"
"Goulburn Valley Grammar Schl",NA,"SHEPPARTON","138","27","5",NA,"96.3","34","17.899999999999999",2024,"Goulburn Valley Grammar Schl   SHEPPARTON"
"Grace Christian College Wodonga","*","LENEVA","11","11","15",NA,"26.7","-","-",2024,"Grace Christian College Wodonga   LENEVA"
"Greater Shepparton Sec College",NA,"SHEPPARTON","329","72","404",NA,"48.6","23","1.3",2024,"Greater Shepparton Sec College   SHEPPARTON"
"Greensborough Sec College",NA,"GREENSBOROUGH","106","33","88",NA,"61.7","27","2.9",2024,"Greensborough Sec College   GREENSBOROUGH"
"Grovedale College",NA,"GROVEDALE","136","41","105",NA,"48.9","25","1.1000000000000001",2024,"Grovedale College   GROVEDALE"
"Haileybury - Pangea Campus",NA,"KEYSBOROUGH","54","22","< 4",NA,"82.8","32","18.399999999999999",2024,"Haileybury - Pangea Campus   KEYSBOROUGH"
"Haileybury College",NA,"KEYSBOROUGH","576","50","18",NA,"94.1","36","26.3",2024,"Haileybury College   KEYSBOROUGH"
"Haileybury Girls College",NA,"KEYSBOROUGH","434","52","29",NA,"97.7","36","29.9",2024,"Haileybury Girls College   KEYSBOROUGH"
"Haileybury Rendall School",NA,"BERRIMAH","106","36","39",NA,"55.1","31","11",2024,"Haileybury Rendall School   BERRIMAH"
"Hallam Senior Sec College",NA,"HALLAM","185","45","135",NA,"30.7","25","0.6",2024,"Hallam Senior Sec College   HALLAM"
"Hampton Park Sec College",NA,"HAMPTON PARK","226","51","196",NA,"50.3","29","1.8",2024,"Hampton Park Sec College   HAMPTON PARK"
"Hawkesdale College",NA,"HAWKESDALE","24","16","18",NA,"37.5","28","0",2024,"Hawkesdale College   HAWKESDALE"
"Hazel Glen College",NA,"DOREEN","285","47","286",NA,"58.2","26","2.7",2024,"Hazel Glen College   DOREEN"
"Healesville High School",NA,"HEALESVILLE","67","33","47",NA,"61.8","27","1.6",2024,"Healesville High School   HEALESVILLE"
"Heathdale Christian College",NA,"WERRIBEE","164","45","125",NA,"96.2","30","5.6",2024,"Heathdale Christian College   WERRIBEE"
"Heathmont College",NA,"HEATHMONT","165","53","84",NA,"49.1","25","0.7",2024,"Heathmont College   HEATHMONT"
"Heritage College",NA,"OFFICER","31","20","14",NA,"80","27","0.9",2024,"Heritage College   OFFICER"
"Hester Hornbrook Academy",NA,"SOUTH MELBOURNE","44","9","244",NA,"13.5","-","-",2024,"Hester Hornbrook Academy   SOUTH MELBOURNE"
"Heywood & District Sec College","*","HEYWOOD","16","21","17",NA,"-","26","0",2024,"Heywood & District Sec College   HEYWOOD"
"Highvale Secondary College",NA,"GLEN WAVERLEY","234","48","38",NA,"86.2","29","7.3",2024,"Highvale Secondary College   GLEN WAVERLEY"
"Highview Christian Comm College",NA,"MARYBOROUGH","69","30","44",NA,"51.8","26","5.5",2024,"Highview Christian Comm College   MARYBOROUGH"
"Hillcrest Christian College",NA,"CLYDE NORTH","137","46","53",NA,"85.9","29","3.4",2024,"Hillcrest Christian College   CLYDE NORTH"
"Holmes Grammar School",NA,"MELBOURNE","25","16","10",NA,"39.1","28","0",2024,"Holmes Grammar School   MELBOURNE"
"Holmesglen Institute",NA,"MOORABBIN","58","14","154",NA,"4.9000000000000004","-","-",2024,"Holmesglen Institute   MOORABBIN"
"Holy Trinity Lutheran College",NA,"HORSHAM","54","30","21",NA,"64.3","30","8.8000000000000007",2024,"Holy Trinity Lutheran College   HORSHAM"
"Homestead Senior Sec College",NA,"POINT COOK","138","33","39",NA,"72.3","27","2.9",2024,"Homestead Senior Sec College   POINT COOK"
"Hopetoun P-12 College","*","HOPETOUN","15","16","10",NA,"-","27","0",2024,"Hopetoun P-12 College   HOPETOUN"
"Hoppers Crossing Sec College",NA,"HOPPERS CROSSING","225","51","119",NA,"67.3","28","2",2024,"Hoppers Crossing Sec College   HOPPERS CROSSING"
"Horsham College",NA,"HORSHAM","199","52","178",NA,"38.299999999999997","29","5.2",2024,"Horsham College   HORSHAM"
"Hume Anglican Grammar",NA,"MICKLEHAM","166","34","6",NA,"91.6","30","9.4",2024,"Hume Anglican Grammar   MICKLEHAM"
"Hume Central Sec College",NA,"BROADMEADOWS","193","40","165",NA,"77.8","27","1.9",2024,"Hume Central Sec College   BROADMEADOWS"
"Huntingtower School",NA,"MOUNT WAVERLEY","182","34","34",NA,"98.9","37","31.7",2024,"Huntingtower School   MOUNT WAVERLEY"
"Ignatius Learning Centre",NA,"RICHMOND","-","-","13",NA,"-","-","-",2024,"Ignatius Learning Centre   RICHMOND"
"Ilim College",NA,"BROADMEADOWS","116","20","-",NA,"93.8","27","5.2",2024,"Ilim College   BROADMEADOWS"
"Ilim College Kiewa Campus",NA,"DALLAS","124","20","8",NA,"82.1","27","4.5",2024,"Ilim College Kiewa Campus   DALLAS"
"Ilim College","*","DOVETON","12","7","-",NA,"100","32","3.6",2024,"Ilim College   DOVETON"
"Indie School Wodonga",NA,"WODONGA","202","24","1442",NA,"2.1","I/D","I/D",2024,"Indie School Wodonga   WODONGA"
"Iona College Geelong",NA,"CHARLEMONT","65","11","75",NA,"-","33","6.1",2024,"Iona College Geelong   CHARLEMONT"
"Irymple Secondary College","*","IRYMPLE","7","1","33",NA,"-","-","-",2024,"Irymple Secondary College   IRYMPLE"
"Islamic College of Melbourne",NA,"TARNEIT","153","21","227",NA,"100","31","12.7",2024,"Islamic College of Melbourne   TARNEIT"
"Ivanhoe Girls' Grammar School",NA,"IVANHOE","230","39","56",NA,"99.2","35","21.2",2024,"Ivanhoe Girls' Grammar School   IVANHOE"
"Ivanhoe Grammar School",NA,"IVANHOE","275","34","< 4",NA,"95.2","34","17.8",2024,"Ivanhoe Grammar School   IVANHOE"
"Ivanhoe Grammar School",NA,"MERNDA","121","30","11",NA,"91.9","33","16",2024,"Ivanhoe Grammar School   MERNDA"
"John Fawkner College",NA,"FAWKNER","43","21","32",NA,"28.2","20","2.2999999999999998",2024,"John Fawkner College   FAWKNER"
"John Monash Science School",NA,"CLAYTON","442","45","12",NA,"98.7","36","22.5",2024,"John Monash Science School   CLAYTON"
"John Paul College",NA,"FRANKSTON","214","44","116",NA,"66.900000000000006","28","4.5999999999999996",2024,"John Paul College   FRANKSTON"
"Wyndham Comm & Educ Centre","*","WERRIBEE","10","7","31",NA,"-","-","-",2024,"Wyndham Comm & Educ Centre   WERRIBEE"
"Kambrya College",NA,"BERWICK","355","63","291",NA,"65.599999999999994","31","5.6",2024,"Kambrya College   BERWICK"
"Kaniva P-12 College","*","KANIVA","13","18","19",NA,"37.5","24","0",2024,"Kaniva P-12 College   KANIVA"
"Kardinia Internatl College",NA,"BELL POST HILL","330","50","61",NA,"89.3","32","12.6",2024,"Kardinia Internatl College   BELL POST HILL"
"Keilor Downs College",NA,"KEILOR DOWNS","275","69","199",NA,"81.900000000000006","30","5.2",2024,"Keilor Downs College   KEILOR DOWNS"
"Kensington Comm High School",NA,"KENSINGTON","31","11","45",NA,"-","-","-",2024,"Kensington Comm High School   KENSINGTON"
"Kerang Christian College","*","KERANG","18","9","-",NA,"60","29","15.9",2024,"Kerang Christian College   KERANG"
"Kerang Technical High School",NA,"KERANG","36","26","45",NA,"41.2","26","2.6",2024,"Kerang Technical High School   KERANG"
"Kew High School",NA,"KEW EAST","285","55","81",NA,"94.9","30","7.1",2024,"Kew High School   KEW EAST"
"Keysborough SC - Acacia",NA,"KEYSBOROUGH","180","56","76",NA,"75.7","28","2.6",2024,"Keysborough SC - Acacia   KEYSBOROUGH"
"Keysborough SC - Banksia",NA,"SPRINGVALE SOUTH","184","49","84",NA,"73.3","26","2.2999999999999998",2024,"Keysborough SC - Banksia   SPRINGVALE SOUTH"
"Kilbreda College",NA,"MENTONE","211","47","88",NA,"82.4","32","10.3",2024,"Kilbreda College   MENTONE"
"Killester College",NA,"SPRINGVALE","190","43","67",NA,"96","30","5.3",2024,"Killester College   SPRINGVALE"
"Kilvington Grammar School",NA,"ORMOND","159","38","9",NA,"98.8","33","18.3",2024,"Kilvington Grammar School   ORMOND"
